"will","remove","you","free","charExclamation","charDollar","type"
0,0,4.87,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.69,0,0,0,"nonspam"
1.25,0,1.25,0,0,0,"nonspam"
0,0,2.63,0,0,0,"nonspam"
0,0,1.04,0.52,0.175,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
1.92,0,1.92,0,0,0,"nonspam"
0.79,0,0.99,0.39,0.029,0,"nonspam"
0,0,2.77,0,9.575,0,"nonspam"
0.28,0,1.97,0.28,5.054,0,"nonspam"
0,0,2.19,0,6.387,0,"nonspam"
0,0,2.43,0.48,0.45,0,"nonspam"
0.61,0,1.85,0,0,0,"nonspam"
0.71,0,3.58,0,0,0,"nonspam"
1.29,0,2.59,0,0,0,"nonspam"
0,0,1.03,0.51,0.087,0,"nonspam"
0.77,0,3.5,0,0,0,"nonspam"
0,0,2.85,0,0,0,"nonspam"
0,0,3.07,0,0.253,0,"nonspam"
1.69,0,0,0,0.278,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
0,0,1.47,0,0,0,"nonspam"
0.87,0,3.5,0,0,0.138,"nonspam"
0,0,3.03,0,0,0,"nonspam"
3.26,0,5.43,0,0.169,0,"nonspam"
0,0,8.1,0,0,0,"nonspam"
0,0,2.9,0,0.082,0,"nonspam"
0,0,1.75,0,0.25,0,"nonspam"
0,0,5.12,0,0,0,"nonspam"
0,0,1.47,0,0.063,0,"nonspam"
0,0,1.26,0,0.071,0,"nonspam"
0.36,0,1.08,0,0.063,0,"nonspam"
0.44,0,0.44,0,0.074,0,"nonspam"
0.41,0,0.41,0,0.07,0,"nonspam"
0,0,2.7,0,0,0,"nonspam"
0,0,9.72,0,0,0,"nonspam"
2.12,0,6.38,0,0,0,"nonspam"
0.35,0,1.42,0,0.06,0,"nonspam"
1.01,0,2.02,1.01,0.327,0,"nonspam"
0,0,1.46,0,0.062,0,"nonspam"
0,0,4.28,0,0,0,"nonspam"
3.57,0,8.92,0,0,0,"nonspam"
0.73,0,3.3,0,0,0,"nonspam"
1.49,0,4.47,0,0,0,"nonspam"
2.09,0,4.19,0,0,0.093,"nonspam"
1.44,0,3.21,0.16,0.079,0,"nonspam"
1.02,0,5.1,0,0.154,0,"nonspam"
0,0,2.32,0,0,0,"nonspam"
0,0,0.72,0,0.306,0.102,"nonspam"
0.56,0,2.27,0,0,0,"nonspam"
0.67,0,4.05,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.8,1.8,0.06,0,"nonspam"
0.28,0,2.72,0.84,0.142,0.071,"nonspam"
0,0,4.76,0,0,0,"nonspam"
0,0,2.27,0,0,0,"nonspam"
1,0,0,0,0.168,0,"nonspam"
0.48,0,0.48,0,0,0,"nonspam"
1.13,0,2.65,0,0,0,"nonspam"
1.98,0,4.95,0,0,0,"nonspam"
0,0,2,0,0.271,0,"nonspam"
0,0,1.76,0,0.157,0,"nonspam"
0.34,0,2.73,0,0.064,0,"nonspam"
0.46,0,3.7,0,0.473,0,"nonspam"
0,0,4.24,0,0.188,0,"nonspam"
0,0,3.61,0,0.12,0,"nonspam"
0,0,1.65,0,0.07,0,"nonspam"
0,0,2.77,0,0.438,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.94,0,0.048,0,"nonspam"
0,0,7.89,0,0,0,"nonspam"
0.71,0,0.71,0,0.243,0,"nonspam"
0,0,2.04,0,0.141,0,"nonspam"
0,0,0.86,0,0.073,0,"nonspam"
0,0,0.37,0,0.059,0,"nonspam"
0.22,0,1.11,0,0.24,0,"nonspam"
0.84,0,2.1,0,0.073,0,"nonspam"
1.63,0,6.55,0,0,0,"nonspam"
0,0,4.76,0,0,0,"nonspam"
0,0,4.37,0,0,0.116,"nonspam"
0,0,4,0,0,0,"nonspam"
0,0,7.4,0,0,0,"nonspam"
0.76,0,1.52,0,0.266,0,"nonspam"
0,0,12.19,0,0,0,"nonspam"
3.33,0,3.33,0,0,0,"nonspam"
0.72,0,0.72,0,0.122,0.285,"nonspam"
0.3,0,1.21,0,0,0,"nonspam"
0,0,4.16,0,0.208,0,"nonspam"
0,0,6.66,0,0,0,"nonspam"
2.81,0,0.93,0,0.109,0.054,"nonspam"
1.36,0,0.91,0,0.285,0,"nonspam"
0.51,0,1.02,0,0,0,"nonspam"
1.37,0,2.74,0,0.406,0,"nonspam"
0,0,2.96,0,0.377,0,"nonspam"
0,0,2.56,0,0.232,0,"nonspam"
2.12,0,5.31,0,0,0,"nonspam"
0.26,0,1.31,0.26,0.038,0,"nonspam"
0.69,0,2.79,0.69,0,0,"nonspam"
1.09,0,3.82,0,0,0,"nonspam"
1.25,0,2.5,0,0,0.204,"nonspam"
0,0,0,0.55,0.563,0,"nonspam"
0,0,1.63,0.54,0.407,0,"nonspam"
2.27,0,2.27,1.13,0,0,"nonspam"
0.92,0,3.7,0,0,0,"nonspam"
0.99,0,5.94,0,0.766,0,"nonspam"
0.38,0,1.78,0,0.055,0,"nonspam"
0.45,0,2.81,0.11,0.051,0,"nonspam"
0.6,0,1.82,0,0,0,"nonspam"
0.6,0,1.82,0,0,0,"nonspam"
0,0,5.26,0,0,0,"nonspam"
0,0,14.28,0,0,0,"nonspam"
0,0,2.34,0,0.302,0,"nonspam"
0,0,2.2,0,0.633,0,"nonspam"
0,0,7.75,0,0.312,0,"nonspam"
0,0,1.56,0,0.037,0.037,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0.68,3.42,0.34,0.048,0.048,"nonspam"
0,0.59,3.58,0,0.044,0.132,"nonspam"
0,0,0,0,0,0,"nonspam"
0.06,0,2.79,0,0.093,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.43,0,3.02,0,0.099,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.78,0,0.39,0,0.271,0,"nonspam"
0,0,7.14,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.82,0,0,0,"nonspam"
0,0,7.14,0,0,0,"nonspam"
0,0,3.47,0,0.773,0,"nonspam"
0,0,1.95,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.03,0,5.05,0,0.187,0,"nonspam"
3.25,0,4.06,0,0.134,0,"nonspam"
0.9,0,4.54,0,0.164,0,"nonspam"
0,0,5.71,0,0,0,"nonspam"
6.29,0,4.19,0.69,0.254,0,"nonspam"
0,0,2.42,0.48,0,0,"nonspam"
0.07,0,1.16,0,0.014,0,"nonspam"
3.03,0,3.03,0,0.473,0,"nonspam"
3.44,0,3.44,0,0,0,"nonspam"
0,0,8.33,0,0,0,"nonspam"
4.34,0,0,0,0,0,"nonspam"
0,0,4.54,0,0,0,"nonspam"
0,0,0,1.02,0.344,0.172,"nonspam"
1.66,0,2.5,0,0.151,0,"nonspam"
1.08,0,0,0,0,0,"nonspam"
1.61,0,0,0,0.533,0,"nonspam"
0,0,0,0.19,0,0,"nonspam"
0,0,3.17,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.46,0,2.93,0.36,0,0.123,"nonspam"
0,0,0,0,0,0.903,"nonspam"
0,0,0,0,0,0,"nonspam"
2.58,0,2.58,0,0.91,0,"nonspam"
1.78,0,3.57,0,1.194,0,"nonspam"
1.26,0,0.94,0,0.074,0,"nonspam"
0,0,0,0,3.571,0,"nonspam"
0.79,0,1.58,0,0.27,0,"nonspam"
0,0,0,0,3.225,0,"nonspam"
0,0,4.65,0,0,0.763,"nonspam"
1.38,0,2.6,0,0.069,0,"nonspam"
1.29,0,2.92,0,0.291,0,"nonspam"
0.16,0,2.88,0,0.561,0,"nonspam"
0,0,4.94,0,0.656,0,"nonspam"
0,0,14,0,0,0,"nonspam"
0.41,0,1.25,0,0.514,0,"nonspam"
0.16,0,1.3,0,0.149,0,"nonspam"
1.44,0,0.48,0,0.347,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.23,0,0.161,0,"nonspam"
0,0,4.44,0,0,0,"nonspam"
0,0,5.05,1.01,0,0,"nonspam"
1.16,0,1.75,0,0.376,0,"nonspam"
0,0,1.98,0,0.186,0,"nonspam"
0,0,1.49,0.74,0,0,"nonspam"
1.43,0,1.43,1.43,0,0,"nonspam"
0,0,1.19,0,0,0,"nonspam"
0,0,1.01,0,0.475,0,"nonspam"
0,0,2,0,0.224,0.224,"nonspam"
1.62,0,1.62,0,0,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
0,0,1.19,0,0.212,0,"nonspam"
1.28,0,3.52,0,0.128,0,"nonspam"
0,0,2.45,0.81,0,0,"nonspam"
1.23,0,1.85,0,0.098,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.25,0,2.91,0,0,0,"nonspam"
0,0,1.22,0.4,0,0,"nonspam"
0,0,2.31,0.38,0.162,0,"nonspam"
0,0,0.55,0.27,0,0,"nonspam"
0,0,3.03,3.03,0,0,"nonspam"
0,0,1.13,0.37,0.436,0,"nonspam"
1.03,0,4.12,0,0,0,"nonspam"
0,0,4.73,0.63,0.045,0,"nonspam"
0,0,0.4,0.4,0,0,"nonspam"
0,0,0.44,0.44,0,0,"nonspam"
0,0,1.23,0.41,0.114,0,"nonspam"
0,0,2.18,0.72,0.198,0,"nonspam"
0.59,0,1.47,0.29,0.471,0,"nonspam"
0.13,0,2.65,0.26,0.193,0,"nonspam"
0,0,0,0.3,0.178,0,"nonspam"
0.24,0,2.71,0.49,0.147,0,"nonspam"
0.24,0,2.71,0.49,0.147,0,"nonspam"
0,0,2.19,0,0,0,"nonspam"
0.24,0,2.71,0.49,0.147,0,"nonspam"
0.61,0,3.09,0.61,0.448,0,"nonspam"
0.28,0,0.14,0.14,0.022,0,"nonspam"
0,0,0,0.44,0,0,"nonspam"
0.17,0,0.17,0.08,0.012,0.012,"nonspam"
0,0,1.7,0,0.463,0,"nonspam"
0,0,2.11,0.7,0.336,0,"nonspam"
1.28,0,3.84,0,0,0,"nonspam"
0.31,0,3.41,0,0.225,0,"nonspam"
0.3,0,3.03,0,0.055,0,"nonspam"
0.12,0,2.19,0.12,0.023,0,"nonspam"
0,0,1.29,0,0.232,0,"nonspam"
0,0,2.23,0,0.552,0,"nonspam"
0,0,2.12,0,0,0,"nonspam"
0,0,2.77,0,0,0,"nonspam"
0,0,3.12,0,0.467,0,"nonspam"
0,0,3.44,0,0,0,"nonspam"
0,0,1.78,0.25,0,0.038,"nonspam"
0,0,2.46,0,19.131,0,"nonspam"
0.5,0,2.34,0,0,0,"nonspam"
0,0,1.9,0,5.78,0,"nonspam"
0,0,4.81,0,0,0,"nonspam"
0,0,6.66,0,32.478,0,"nonspam"
1.2,0,6.02,0,7.707,0,"nonspam"
0,0,1.92,0,0,0,"nonspam"
0,0,7.05,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.33,0,0,0,"nonspam"
0,0,5.45,0,0,0,"nonspam"
0,0,2.67,0,0.149,0,"nonspam"
4.28,0,1.42,0,0.175,0,"nonspam"
1.15,0,2.3,0,0.54,0,"nonspam"
0,0,2.66,0,0,0,"nonspam"
2.85,0,8.57,0,0,0,"nonspam"
0.94,0,2.83,0,0,0,"nonspam"
0,0,4,0,0,0,"nonspam"
0,0,4.54,0,0.684,0,"nonspam"
0.37,0,3.33,0,0.135,0.135,"nonspam"
0,0,3.17,0.57,0.049,0.147,"nonspam"
0,0,6.25,0,0,0,"nonspam"
0.31,0,0.31,0,0.112,0,"nonspam"
0.23,0,0.81,0,0.017,0.068,"nonspam"
0,0,0.87,0,0.027,0,"nonspam"
0,0,1.47,0,0,0,"nonspam"
0,0,4.8,0,0,0,"nonspam"
0,0,0,0.62,0.288,0,"nonspam"
0.58,0,5.09,0.78,0.444,0,"nonspam"
0,0,1.31,0,0,0,"nonspam"
0.71,0,7.47,0,0,0,"nonspam"
0,0,4.38,0.29,0,0,"nonspam"
1.25,0,2.5,0,0.594,0,"nonspam"
0,0,2.19,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.36,0,4.1,0,0.234,0,"nonspam"
0.95,0,3.8,0,0.175,0,"nonspam"
0,0,1.79,0,0,0,"nonspam"
0,0,3.17,0,0,0,"nonspam"
0,0,1.61,0,0,0,"nonspam"
0.74,0,1.49,0,0,0,"nonspam"
0.78,0,2.36,0,0,0,"nonspam"
0,0,3.84,0,1.548,0,"nonspam"
2.38,0,2.38,0,0.809,0.809,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.22,0,1.16,0,"nonspam"
2.22,0,0.74,0,0,0.277,"nonspam"
0,0,1.01,0,0,0,"nonspam"
0.11,0,2.15,0,0.021,0,"nonspam"
0,0,2.13,0,0,0,"nonspam"
0,0,1.58,0,0,0,"nonspam"
0,0,2.45,0,0,0.46,"nonspam"
0,0,2.17,0,0,0,"nonspam"
0,0,3.79,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.76,0,0.125,0,"nonspam"
0.86,0,2.58,0,0.152,0,"nonspam"
0,0,0.91,0,0,0,"nonspam"
0,0,0.98,0,0.028,0,"nonspam"
0,0,4,0,0,0,"nonspam"
0.67,0,4.02,0,0.112,0,"nonspam"
0,0,1.35,0.09,0,0.046,"nonspam"
0.63,0,0,0,0,0.079,"nonspam"
0,0,0,0,0,0,"nonspam"
0.21,0,1.91,0,0,0,"nonspam"
0,0,3.73,0,0.066,0,"nonspam"
0.33,0,4.29,0,0,0,"nonspam"
0.1,0,1.42,0,0.018,0,"nonspam"
0,0,1.58,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.33,0,0,0,"nonspam"
0,0,5.26,0,0,0,"nonspam"
0,0,5.06,0,0,0,"nonspam"
1.92,0,3.84,1.92,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.25,0,1.25,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.7,0,0,0,"nonspam"
0,0,2.14,0.21,0.039,0,"nonspam"
0,0,8.33,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.93,0.93,0,0,"nonspam"
0,0,0.8,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.91,0,0,0,"nonspam"
0,0,1.6,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.43,0,0.168,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.33,0,0.66,0,0.116,0,"nonspam"
0,0,4.8,0,0.065,0,"nonspam"
0,0,2.77,0,0,0,"nonspam"
0,0,1.38,0,0,0,"nonspam"
0.21,0,0.64,0.05,0,0.008,"nonspam"
0,0,4.45,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,10.63,0,0,0,"nonspam"
0,0,3.06,0,0,0,"nonspam"
0,0,4.39,0,0,0,"nonspam"
0.18,0,2.71,0,0,0,"nonspam"
0,0,1.82,0,0,0,"nonspam"
0,0,1.35,0,0,0,"nonspam"
0.14,0,2.41,0,0,0,"nonspam"
0,0,1.34,0,0,0,"nonspam"
0.5,0,6.28,0,0,0,"nonspam"
0.5,0,2.53,0.5,0,0.087,"nonspam"
0,0,1.63,0.23,0.082,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.06,0,0.099,0,"nonspam"
0.29,0,3.86,0.29,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.37,0,1.49,0,0,0,"nonspam"
0,0,3.61,0,0,0,"nonspam"
0,0,0.8,0,0,0,"nonspam"
0.48,0,0.97,0,0.055,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.06,0,0.091,0,"nonspam"
0,0,0.89,0,0,0,"nonspam"
0,0,1.85,0,0,0,"nonspam"
0,0,1.83,0,0.041,0,"nonspam"
0,0,9.52,0,0,0,"nonspam"
3.3,0,1.47,0,0,0,"nonspam"
0.71,0,0.71,0,0,0.125,"nonspam"
0,0,0,0,0,0,"nonspam"
0.54,0,0.54,0,0,0,"nonspam"
0.58,0,2.9,0.58,0,0,"nonspam"
0,0,6.89,0,0,0,"nonspam"
0,0,0.62,0,0,0,"nonspam"
0,0,0,0,1.052,0,"nonspam"
1.61,0,6.45,0,0,0,"nonspam"
0,0,3.57,0,0,0,"nonspam"
1.88,0,0.62,0,0,0,"nonspam"
0,0,6,0,0.353,0,"nonspam"
1.8,0,1.5,0,0,0,"nonspam"
0.32,0,1.93,0,0,0,"nonspam"
0,0,4.6,0,0.125,0,"nonspam"
